1971   1   1       3.472112
1971   1   2       3.472112
1971   1   3       3.316346
1971   1   4       3.316346
1971   1   5       3.164155
1971   1   6       3.164155
1971   1   7       3.015526
1971   1   8       3.472112
1971   1   9       4.130842
1971   1  10       5.225940
1971   1  11       4.846643
1971   1  12       4.304438
1971   1  13       3.631439
1971   1  14       3.316346
1971   1  15       3.015526
1971   1  16       2.870472
1971   1  17       2.728981
1971   1  18       2.591067
1971   1  19       2.591067
1971   1  20       2.456715
1971   1  21       2.456715
1971   1  22       2.456715
1971   1  23       2.325941
1971   1  24       2.325941
1971   1  25       2.325941
1971   1  26       2.325941
1971   1  27       2.325941
1971   1  28       2.325941
1971   1  29       2.325941
1971   1  30       2.198730
1971   1  31       2.198730
1971   2   1       2.198730
1971   2   2       2.198730
1971   2   3       2.198730
1971   2   4       2.198730
1971   2   5       2.198730
1971   2   6       2.198730
1971   2   7       2.198730
1971   2   8       2.198730
1971   2   9       2.198730
1971   2  10       2.198730
1971   2  11       2.198730
1971   2  12       2.456715
1971   2  13       3.631439
1971   2  14       5.420942
1971   2  15       4.481609
1971   2  16       3.472112
1971   2  17       3.015526
1971   2  18       2.728981
1971   2  19       2.591067
1971   2  20       2.591067
1971   2  21       2.456715
1971   2  22       2.456715
1971   2  23       2.456715
1971   2  24       2.325941
1971   2  25       2.325941
1971   2  26       2.325941
1971   2  27       2.325941
1971   2  28       2.198730
1971   3   1       2.198730
1971   3   2       2.198730
1971   3   3       2.198730
1971   3   4       2.198730
1971   3   5       2.198730
1971   3   6       2.198730
1971   3   7       2.198730
1971   3   8       2.198730
1971   3   9       2.198730
1971   3  10       2.198730
1971   3  11       2.198730
1971   3  12       2.198730
1971   3  13       2.198730
1971   3  14       2.198730
1971   3  15       2.198730
1971   3  16       2.198730
1971   3  17       2.075097
1971   3  18       2.075097
1971   3  19       2.075097
1971   3  20       2.075097
1971   3  21       2.075097
1971   3  22       2.075097
1971   3  23       2.075097
1971   3  24       2.075097
1971   3  25       2.075097
1971   3  26       2.075097
1971   3  27       2.075097
1971   3  28       2.075097
1971   3  29       2.198730
1971   3  30       2.456715
1971   3  31       2.728981
1971   4   1       3.015526
1971   4   2       3.316346
1971   4   3       3.631439
1971   4   4       4.130842
1971   4   5       4.662347
1971   4   6       5.225940
1971   4   7       5.821632
1971   4   8       9.281207
1971   4   9      12.327633
1971   4  10      14.813796
1971   4  11      17.176048
1971   4  12      19.712648
1971   4  13      20.469406
1971   4  14      21.240391
1971   4  15      20.089239
1971   4  16      19.339596
1971   4  17      22.025602
1971   4  18      21.631208
1971   4  19      24.885862
1971   4  20      29.274212
1971   4  21      29.274212
1971   4  22      30.660023
1971   4  23      27.476196
1971   4  24      22.423534
1971   4  25      18.604183
1971   4  26      14.490576
1971   4  27      12.927816
1971   4  28      12.032889
1971   4  29      11.454067
1971   4  30      11.169991
1971   5   1      12.327633
1971   5   2      16.483330
1971   5   3      26.165039
1971   5   4      33.527634
1971   5   5      36.015057
1971   5   6      38.591290
1971   5   7      41.256378
1971   5   8      40.716270
1971   5   9      42.898067
1971   5  10      46.852962
1971   5  11      49.784466
1971   5  12      49.191051
1971   5  13      43.452385
1971   5  14      36.523186
1971   5  15      32.077847
1971   5  16      35.510456
1971   5  17      34.511936
1971   5  18      36.523186
1971   5  19      34.511936
1971   5  20      26.598530
1971   5  21      22.825041
1971   5  22      19.712648
1971   5  23      16.827902
1971   5  24      14.490576
1971   5  25      12.032889
1971   5  26      10.612534
1971   5  27      11.454067
1971   5  28      12.327633
1971   5  29      12.327633
1971   5  30      13.542238
1971   5  31      13.854796
1971   6   1      10.889488
1971   6   2       9.025634
1971   6   3       7.801168
1971   6   4       6.885734
1971   6   5       6.236582
1971   6   6       5.619500
1971   6   7       5.225940
1971   6   8       4.846643
1971   6   9       4.662347
1971   6  10       4.304438
1971   6  11       4.130842
1971   6  12       3.960804
1971   6  13       3.794342
1971   6  14       3.794342
1971   6  15       3.960804
1971   6  16       3.794342
1971   6  17       3.794342
1971   6  18       4.481609
1971   6  19       6.665789
1971   6  20       6.885734
1971   6  21       6.449399
1971   6  22       6.027320
1971   6  23       5.821632
1971   6  24       5.420942
1971   6  25       5.225940
1971   6  26       4.846643
1971   6  27       4.662347
1971   6  28      10.069321
1971   6  29      13.542238
1971   6  30       9.540354
1971   7   1       7.336324
1971   7   2       6.449399
1971   7   3       5.225940
1971   7   4       4.846643
1971   7   5       4.481609
1971   7   6       3.960804
1971   7   7       3.960804
1971   7   8       3.960804
1971   7   9       3.794342
1971   7  10       3.472112
1971   7  11       3.316346
1971   7  12       3.316346
1971   7  13       3.164155
1971   7  14       3.015526
1971   7  15       3.015526
1971   7  16       3.472112
1971   7  17       3.316346
1971   7  18       3.015526
1971   7  19       2.728981
1971   7  20       2.198730
1971   7  21       2.198730
1971   7  22       2.325941
1971   7  23       2.075097
1971   7  24       2.591067
1971   7  25       9.540354
1971   7  26       9.281207
1971   7  27       7.801168
1971   7  28       5.420942
1971   7  29       4.130842
1971   7  30       3.794342
1971   7  31       6.236582
1971   8   1       6.027320
1971   8   2       4.846643
1971   8   3       4.130842
1971   8   4       4.304438
1971   8   5       6.665789
1971   8   6       7.566970
1971   8   7       6.885734
1971   8   8       5.821632
1971   8   9       4.662347
1971   8  10       3.794342
1971   8  11       3.316346
1971   8  12       3.015526
1971   8  13       2.728981
1971   8  14       2.870472
1971   8  15       2.870472
1971   8  16       2.591067
1971   8  17       2.325941
1971   8  18       2.198730
1971   8  19       2.075097
1971   8  20       1.838539
1971   8  21       1.725615
1971   8  22       1.510490
1971   8  23       1.510490
1971   8  24       1.408290
1971   8  25       1.408290
1971   8  26       1.309659
1971   8  27       1.214606
1971   8  28       1.214606
1971   8  29       1.123124
1971   8  30       1.123124
1971   8  31       1.123124
1971   9   1       1.309659
1971   9   2       2.075097
1971   9   3       1.510490
1971   9   4       1.309659
1971   9   5       1.214606
1971   9   6       1.123124
1971   9   7       1.123124
1971   9   8       1.123124
1971   9   9       1.035217
1971   9  10       1.035217
1971   9  11       0.950890
1971   9  12       0.950890
1971   9  13       0.870135
1971   9  14       0.870135
1971   9  15       0.870135
1971   9  16       0.870135
1971   9  17       0.870135
1971   9  18       0.950890
1971   9  19       0.950890
1971   9  20       0.950890
1971   9  21       0.950890
1971   9  22       0.870135
1971   9  23       0.870135
1971   9  24       1.035217
1971   9  25       1.616269
1971   9  26       1.510490
1971   9  27       1.309659
1971   9  28       1.309659
1971   9  29       1.309659
1971   9  30       1.955029
1971  10   1       2.075097
1971  10   2       1.838539
1971  10   3       1.725615
1971  10   4       1.510490
1971  10   5       1.408290
1971  10   6       1.309659
1971  10   7       1.214606
1971  10   8       1.123124
1971  10   9       1.123124
1971  10  10       1.035217
1971  10  11       1.035217
1971  10  12       1.035217
1971  10  13       1.035217
1971  10  14       0.950890
1971  10  15       0.870135
1971  10  16       0.870135
1971  10  17       1.123124
1971  10  18       1.510490
1971  10  19       2.728981
1971  10  20       7.801168
1971  10  21       5.821632
1971  10  22       5.034513
1971  10  23       4.662347
1971  10  24       3.794342
