8014	1	10	1964	0.16
8014	2	10	1964	0.16
8014	3	10	1964	0.142
8014	4	10	1964	0.16
8014	5	10	1964	0.168
8014	6	10	1964	0.168
8014	7	10	1964	0.168
8014	8	10	1964	0.168
8014	9	10	1964	0.184
8014	10	10	1964	0.2
8014	11	10	1964	0.2
8014	12	10	1964	0.24
8014	13	10	1964	0.24
8014	14	10	1964	0.24
8014	15	10	1964	0.24
8014	16	10	1964	0.24
8014	17	10	1964	0.25
8014	18	10	1964	0.29
8014	19	10	1964	0.29
8014	20	10	1964	0.3
8014	21	10	1964	0.32
8014	22	10	1964	0.32
8014	23	10	1964	0.32
8014	24	10	1964	0.32
8014	25	10	1964	0.32
8014	26	10	1964	0.3
8014	27	10	1964	0.3
8014	28	10	1964	0.3
8014	29	10	1964	0.38
8014	30	10	1964	0.32
8014	31	10	1964	0.32
8014	1	11	1964	0.3
8014	2	11	1964	0.3
8014	3	11	1964	0.3
8014	4	11	1964	0.32
8014	5	11	1964	0.34
8014	6	11	1964	0.34
8014	7	11	1964	0.34
8014	8	11	1964	0.34
8014	9	11	1964	0.36
8014	10	11	1964	0.4
8014	11	11	1964	0.46
8014	12	11	1964	0.89
8014	13	11	1964	0.58
8014	14	11	1964	0.52
8014	15	11	1964	0.52
8014	16	11	1964	0.46
8014	17	11	1964	0.43
8014	18	11	1964	0.38
8014	19	11	1964	0.34
8014	20	11	1964	0.3
8014	21	11	1964	0.32
8014	22	11	1964	0.32
8014	23	11	1964	0.3
8014	24	11	1964	0.34
8014	25	11	1964	0.29
8014	26	11	1964	0.29
8014	27	11	1964	0.25
8014	28	11	1964	0.24
8014	29	11	1964	0.22
8014	30	11	1964	0.22
8014	1	12	1964	0.22
8014	2	12	1964	0.22
8014	3	12	1964	0.2
8014	4	12	1964	0.2
8014	5	12	1964	0.24
8014	6	12	1964	0.25
8014	7	12	1964	0.26
8014	8	12	1964	0.29
8014	9	12	1964	0.29
8014	10	12	1964	0.3
8014	11	12	1964	0.3
8014	12	12	1964	0.32
8014	13	12	1964	0.34
8014	14	12	1964	0.36
8014	15	12	1964	0.38
8014	16	12	1964	0.46
8014	17	12	1964	0.52
8014	18	12	1964	0.9
8014	19	12	1964	2.8
8014	20	12	1964	10
8014	21	12	1964	3.28
8014	22	12	1964	2
8014	23	12	1964	0.89
8014	24	12	1964	0.47
8014	25	12	1964	0.32
8014	26	12	1964	0.32
8014	27	12	1964	0.25
8014	28	12	1964	0.24
8014	29	12	1964	0.24
8014	30	12	1964	0.2
8014	31	12	1964	0.184
8014	1	1	1965	0.142
8014	2	1	1965	0.13
8014	3	1	1965	0.13
8014	4	1	1965	0.13
8014	5	1	1965	0.13
8014	6	1	1965	0.13
8014	7	1	1965	0.13
8014	8	1	1965	0.13
8014	9	1	1965	0.12
8014	10	1	1965	0.12
8014	11	1	1965	0.13
8014	12	1	1965	0.13
8014	13	1	1965	0.13
8014	14	1	1965	0.142
8014	15	1	1965	0.18
8014	16	1	1965	0.13
8014	17	1	1965	0.13
8014	18	1	1965	0.12
8014	19	1	1965	0.12
8014	20	1	1965	0.38
8014	21	1	1965	1.68
8014	22	1	1965	1.24
8014	23	1	1965	0.58
8014	24	1	1965	0.47
8014	25	1	1965	0.46
8014	26	1	1965	0.34
8014	27	1	1965	0.3
8014	28	1	1965	0.26
8014	29	1	1965	0.24
8014	30	1	1965	0.24
8014	31	1	1965	1.4
8014	1	2	1965	0.7
8014	2	2	1965	0.64
8014	3	2	1965	0.64
8014	4	2	1965	0.61
8014	5	2	1965	0.43
8014	6	2	1965	0.3
8014	7	2	1965	0.26
8014	8	2	1965	0.25
8014	9	2	1965	0.22
8014	10	2	1965	0.2
8014	11	2	1965	0.2
8014	12	2	1965	0.2
8014	13	2	1965	0.2
8014	14	2	1965	0.184
8014	15	2	1965	0.184
8014	16	2	1965	0.168
8014	17	2	1965	0.168
8014	18	2	1965	0.168
8014	19	2	1965	0.168
8014	20	2	1965	0.168
8014	21	2	1965	0.168
8014	22	2	1965	0.142
8014	23	2	1965	0.142
8014	24	2	1965	0.16
8014	25	2	1965	0.142
8014	26	2	1965	0.16
8014	27	2	1965	0.47
8014	28	2	1965	2.9
8014	1	3	1965	3.63
8014	2	3	1965	5
8014	3	3	1965	4.61
8014	4	3	1965	3.63
8014	5	3	1965	3.14
8014	6	3	1965	3.21
8014	7	3	1965	3.14
8014	8	3	1965	3
8014	9	3	1965	2.7
8014	10	3	1965	2.6
8014	11	3	1965	1.68
8014	12	3	1965	1.68
